StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,Intro.Timer_First Click,Intro.Timer_Last Click,Intro.Timer_Page Submit,Intro.Timer_Click Count,Hotel.MCQ,Hotel.MCQ_DO_1,Hotel.MCQ_DO_2,Hotel.MCQ_DO_3,Hotel.MCQ_DO_4,Hotel.Surprised1,Hotel.Surprised2,Hotel.Heard,Hotel.Aware,Hotel.Encouter,Hotel.OftenEncouter,Hotel.Clear.Disclose,Hotel.Fair,Car.MCQ,Car.MCQ_DO_1,Car.MCQ_DO_2,Car.MCQ_DO_3,Car.MCQ_DO_4,Car.Surprised1,Car.Surprised2,Car.Heard,Car.Aware,Car.Encouter,Car.OftenEncouter,Car.Clear.Disclosed,Car.Fair,Ticket.MCQ,Ticket.MCQ_DO_1,Ticket.MCQ_DO_2,Ticket.MCQ_DO_3,Ticket.MCQ_DO_4,Ticket.Surprised1,Ticket.Surprised2,Ticket.Heard,Ticket.Aware,Ticket.Encouter,Ticket.OftenEncouter,Ticke.Clear.Disclose,Ticket.Fair,Food.MCQ,Food.MCQ_DO_1,Food.MCQ_DO_2,Food.MCQ_DO_3,Food.MCQ_DO_4,Food.Surprised1,Food.Surprised2,Food.Heard,Food.Aware,Food.Encouter,Food.OftenEncouter,Food.Clear.Disclose,Food.Fair,Apart.MCQ,Apart.MCQ_DO_1,Apart.MCQ_DO_2,Apart.MCQ_DO_3,Apart.MCQ_DO_4,Apart.Surprised1,Apart.Surprised2,Apart.Heard,Apart.Aware,Apart.Encounter,Apart.OftenEncouter,Apart.Suprise1,Apart.Fair,Health.MCQ,Health.MCQ_DO_1,Health.MCQ_DO_2,Health.MCQ_DO_3,Health.MCQ_DO_4,Health.Surprised1,Health.Surprised2 ,Health.Heard ,Health.Aware,Health.Encounter ,Health.Often.Encoun ,Health.Clear.Disclo ,Health.Fair ,CC.MCQ ,CC.MCQ _DO_1,CC.MCQ _DO_2,CC.MCQ _DO_3,CC.MCQ _DO_4,CC.Surprised1 ,CC.Surprised2 ,CC.Heard ,CC.Aware ,CC.Encounter ,CC.OftenEncounter,CC.Clear.Disclose ,CC.Fair,Hidden.Cost,Gov.Resp,Firms.Rights,Total.Part,Regulation,Support.Reg,Impact.Reg,SES,Price.Sensitivity,Hotel,correct.answer,wrong.answer1,wrong.answer2,wrong.answer3,Rental.Car,Tickets,Food,apartment,HealthCare,CreditCard,FL_143_DO_FL_4,FL_143_DO_FL_37,FL_143_DO_FL_89,FL_143_DO_FL_106,FL_143_DO_FL_120,FL_143_DO_FL_182,FL_5_DO_FL_3,FL_5_DO_FL_7,FL_5_DO_FL_32,FL_38_DO_FL_54,FL_38_DO_FL_61,FL_38_DO_FL_62,FL_38_DO_FL_181,FL_90_DO_FL_91,FL_90_DO_FL_103,FL_90_DO_FL_104,FL_107_DO_FL_108,FL_107_DO_FL_117,FL_107_DO_FL_118,FL_121_DO_FL_122,FL_121_DO_FL_131,FL_121_DO_FL_133,FL_182_DO_FL_162,FL_182_DO_FL_152,FL_182_DO_FL_183,FL_163_DO_FL_164,FL_153_DO_FL_154,FL_153_DO_FL_155,FL_184_DO_FL_185,FL_184_DO_FL_186,Unnamed: 151,TWIN_ID,Hotel.correct,Hotel.fairness,Car.correct,Car.fairness,Ticket.correct,Ticket.fairness,Food.correct,Food.fairness,Apart.correct,Apart.fairness,Health.correct,Health.fairness,CC.correct,CC.fairness,percent_correct,fairness_average,reg_support
4/22/2025 9:20,4/22/2025 9:25,100,259,1,4/22/2025 9:25,0.0,0.0,11.72,0,1,3,2,1,4,4,4,0,2,0,1,2,2,1,1,4,3,2,2,2,0,2,0,1,3,3,1,1,2,4,3,1,1,1,7,1,7,5,3,1,3,4,2,1,2,2,1,6,1,7,5,3,1,2,3,1,4,2,2,1,4,1,2,4,4,,,,,,,,,,,,,,1.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,6.0,0.0,1.0,3.0,4.0,6,3,6,2,2,2,3,3,7,a restocking fee,"A fee charged by rental car companies to customers to recover costs associated with operating at specific locations, such as airports.",A fee charged to support the maintenance and upgrade of inspection facilities to meet safety standards.,"A fee for storing the rental vehicle in a secure facility, ensuring it remains in optimal condition during periods of non-use.","A fee for additional services provided to the rental vehicle, such as cleaning or refueling, ensuring the vehicle is ready for future rentals.",a concession recovery fee,a delivery fee,a service fee,an amenity fee,,a foreign transaction fee,1,6,3,5,2,4,,,1.0,,,1.0,,1.0,,,1.0,,,,,1.0,,,1.0,,,,1.0,,,1182,1.0,2,1.0,3,1.0,3,1.0,3,1.0,4,,,1.0,4.0,100.0,3.1666666666666665,2.0
4/22/2025 9:19,4/22/2025 9:27,100,443,1,4/22/2025 9:27,0.0,0.0,18.006,0,1,1,3,2,4,3,3,0,2,0,1,2,2,1,4,2,1,3,1,1,1,5,1,2,4,3,1,3,2,1,4,1,1,1,6,1,6,4,3,1,2,1,4,3,2,2,1,5,1,5,4,4,1,1,4,2,3,1,2,0,2,0,1,2,3,1.0,4.0,1.0,3.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,,,,,,,,,,,,,,6,6,2,7,6,6,6,3,7,a restocking fee,A fee for trash and recycling collection services.,"A fee for disposing of oversized items, like furniture or appliances.",A fee for the upkeep and cleaning of garbage rooms.,A fee for maintenance of trash facilities.,a toll transponder fee,a delivery fee,a service fee,a valet trash fee,a hospital facility fee,,3,2,4,5,6,1,,,1.0,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,,,,1186,1.0,2,1.0,3,1.0,3,1.0,4,1.0,3,1.0,2.0,,,100.0,2.8333333333333335,6.0
4/22/2025 9:39,4/22/2025 9:51,100,704,1,4/22/2025 9:51,1.801,139.161,147.486,19,1,1,2,3,4,2,2,0,2,0,1,3,3,1,1,3,4,2,1,1,1,3,1,2,3,4,1,4,3,1,2,1,1,1,6,1,3,4,3,1,3,2,4,1,1,1,1,5,1,5,5,4,1,3,4,1,2,2,2,1,5,0,1,3,4,1.0,1.0,3.0,4.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,3.0,2.0,,,,,,,,,,,,,,6,7,2,7,7,6,7,4,7,a destination fee,"A mandatory fee for a group of services, such as pool use, gym access, towel services, Wi-Fi, newspapers, shuttle service, daily parking, etc.","An additional tax mandated by local government authorities, calculated based on the hotel's geographic location and local regulatory requirements.","A discretionary fee that guests may opt to pay for exclusive access to immersive local experiences, guided tours, and excursions.",An upgrade fee for premium hotel services applied to reservations at popular destinations to provide guests with an enhanced experience.,a vehicle licensing fee,a delivery fee,a service fee,a move-in fee,a hospital facility fee,,6,5,1,2,3,4,,1.0,,1.0,,,,1.0,,,1.0,,,,1.0,,1.0,,,1.0,,,,,,1234,1.0,3,1.0,4,1.0,3,1.0,4,1.0,4,1.0,2.0,,,100.0,3.3333333333333335,6.5
4/22/2025 9:23,4/22/2025 9:39,100,907,1,4/22/2025 9:39,0.0,0.0,29.4,0,1,2,4,3,1,2,2,1,4,1,4,3,3,1,1,3,4,2,2,2,1,4,1,3,2,4,1,2,1,4,3,1,1,1,5,1,5,4,5,1,1,2,4,3,2,2,0,2,0,1,2,3,1,3,4,2,1,2,2,1,3,1,2,3,5,1.0,3.0,1.0,2.0,4.0,2.0,3.0,1.0,4.0,1.0,3.0,2.0,3.0,,,,,,,,,,,,,,6,7,2,7,7,7,7,2,7,a resort fee,"A mandatory fee for a group of services, such as pool use, gym access, towel services, Wi-Fi, newspapers, shuttle service, daily parking, etc.","An optional fee charged for a variety of resort services such as pool use, gym access, towel services, Wi-Fi, newspapers, shuttle service, daily parking, etc.","A one‑time optional fee for premium services available during your stay, including exclusive amenities, personalized services, and enhanced guest experiences for an elevated overall experience.","A fee applied at the time of booking a resort‑style hotel room, covering selected services and amenities, including room enhancements and guest conveniences.",a vehicle licensing fee,a facility charge,an express fee,a valet trash fee,a hospital facility fee,,6,5,3,1,2,4,1.0,,,1.0,,,,,,1.0,,1.0,,1.0,,,1.0,,,1.0,,,,,,1235,1.0,3,1.0,4,1.0,5,1.0,3,1.0,5,1.0,3.0,,,100.0,3.8333333333333335,7.0
4/22/2025 10:35,4/22/2025 10:45,100,571,1,4/22/2025 10:45,0.0,0.0,268.848,0,1,2,4,3,1,2,2,0,1,0,1,1,4,1,2,1,4,3,1,1,0,1,0,1,1,4,1,3,1,2,4,1,1,1,6,1,3,3,4,1,2,4,3,1,2,2,0,1,0,1,1,4,1,3,4,2,1,2,2,0,1,0,1,1,4,1.0,3.0,4.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,4.0,,,,,,,,,,,,,,6,4,4,6,4,4,5,2,7,a destination fee,A fee for trash and recycling collection services.,"A fee for disposing of oversized items, like furniture or appliances.",A fee for the upkeep and cleaning of garbage rooms.,A fee for maintenance of trash facilities.,a concession recovery fee,an order processing fee,an express fee,a valet trash fee,a hospital facility fee,,3,1,4,5,6,2,,1.0,,,,1.0,,,1.0,,,1.0,,1.0,,,1.0,,,1.0,,,,,,1237,1.0,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0,4.0,,,100.0,4.0,4.0
4/22/2025 9:29,4/22/2025 9:40,100,627,1,4/22/2025 9:40,22.775,23.246,26.356,2,1,1,2,4,3,2,2,1,5,1,2,3,4,1,3,4,2,1,2,2,0,2,0,1,2,3,1,2,4,3,1,1,1,1,6,1,3,4,4,1,1,2,4,3,2,2,0,2,0,1,2,3,1,1,2,3,4,1,2,0,2,0,1,2,4,,,,,,,,,,,,,,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,3.0,4.0,6,7,2,7,6,6,6,5,6,a resort fee,"A mandatory fee for a group of services, such as pool use, gym access, towel services, Wi-Fi, newspapers, shuttle service, daily parking, etc.","An optional fee charged for a variety of resort services such as pool use, gym access, towel services, Wi-Fi, newspapers, shuttle service, daily parking, etc.","A one‑time optional fee for premium services available during your stay, including exclusive amenities, personalized services, and enhanced guest experiences for an elevated overall experience.","A fee applied at the time of booking a resort‑style hotel room, covering selected services and amenities, including room enhancements and guest conveniences.",a frequent traveler program surcharge/excise tax,an order processing fee,a regulatory response fee,a valet trash fee,,a foreign transaction fee,6,3,1,2,5,4,1.0,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,1.0,,,,1.0,,,1239,1.0,4,1.0,3,1.0,4,1.0,3,1.0,4,,,1.0,4.0,100.0,3.6666666666666665,6.0
4/22/2025 10:29,4/22/2025 10:35,100,345,1,4/22/2025 10:35,0.0,0.0,19.802,0,1,4,1,3,2,4,5,0,2,0,1,3,3,1,2,4,3,1,2,2,1,3,1,2,4,4,1,3,4,1,2,2,2,1,4,1,5,4,4,1,2,4,1,3,2,2,0,2,0,1,3,3,1,1,3,2,4,2,3,0,2,0,1,3,3,,,,,,,,,,,,,,1.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,4.0,1.0,3.0,4.0,4.0,6,4,5,5,4,4,5,5,6,a restocking fee,A percentage fee that covers debt transfers from one credit card to another.,A fee applied for moving funds between accounts.,A charge for transferring loans from one account to another.,A fee associated with changing banks and transferring account balance to the new bank.,a toll transponder fee,an order processing fee,an express fee,a valet trash fee,,a balance transfer fee,5,2,4,1,3,6,,,1.0,,1.0,,,,1.0,,,1.0,,1.0,,,,1.0,,,,1.0,,,,1247,1.0,3,1.0,4,1.0,4,1.0,3,1.0,3,,,1.0,4.0,100.0,3.5,4.0
4/22/2025 9:41,4/22/2025 9:49,100,483,1,4/22/2025 9:49,0.0,0.0,16.53,0,1,1,4,3,2,5,6,0,2,0,1,3,2,1,4,1,2,3,2,2,1,3,1,2,4,3,1,4,1,3,2,2,2,1,5,1,4,5,3,1,2,1,3,4,3,4,0,2,0,1,3,3,1,2,4,1,3,2,2,1,3,1,2,4,3,,,,,,,,,,,,,,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,4.0,2.0,6,7,1,7,7,7,7,3,7,a restocking fee,A fee for prioritizing the matching process for delivery services.,A fee for faster food preparation by the restaurant.,A fee to prioritize your order over others.,A fee for delivery during peak hours.,a vehicle licensing fee,a facility charge,an express fee,a move-in fee,,a balance transfer fee,2,1,5,6,3,4,,,1.0,1.0,,,,,,1.0,,1.0,,,1.0,,,1.0,,,,1.0,,,,1278,1.0,2,1.0,3,1.0,3,1.0,3,1.0,3,,,1.0,2.0,100.0,2.6666666666666665,7.0
4/22/2025 9:14,4/22/2025 9:19,100,326,1,4/22/2025 9:19,0.0,0.0,11.203,0,1,1,4,3,2,2,2,0,2,0,1,3,3,1,4,3,2,1,2,2,0,2,0,1,2,3,1,4,1,3,2,2,1,1,4,1,3,3,3,1,1,4,2,3,2,2,0,2,0,1,4,4,1,3,1,4,2,2,2,0,2,0,1,3,3,,,,,,,,,,,,,,1.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,5.0,0.0,1.0,3.0,3.0,6,7,2,7,6,6,6,3,7,a destination fee,A fee for trash and recycling collection services.,"A fee for disposing of oversized items, like furniture or appliances.",A fee for the upkeep and cleaning of garbage rooms.,A fee for maintenance of trash facilities.,a toll transponder fee,an order processing fee,an express fee,a valet trash fee,,a balance transfer fee,1,5,3,2,6,4,,1.0,,,1.0,,,,1.0,,,1.0,,1.0,,,,1.0,,,,1.0,,,,1312,1.0,3,1.0,3,1.0,3,1.0,4,1.0,3,,,1.0,3.0,100.0,3.1666666666666665,6.0
4/22/2025 9:17,4/22/2025 9:27,100,553,1,4/22/2025 9:27,0.0,0.0,15.646,0,1,3,4,2,1,2,2,1,4,1,2,3,4,1,3,2,1,4,2,2,1,4,1,2,3,4,1,3,4,1,2,1,1,1,5,1,3,4,4,1,3,1,2,4,3,3,0,2,0,1,3,3,1,3,2,1,4,3,2,1,4,1,2,4,4,,,,,,,,,,,,,,1.0,2.0,1.0,3.0,4.0,2.0,2.0,1.0,5.0,1.0,3.0,5.0,5.0,5,5,5,6,5,4,6,8,6,a resort fee,"A non-refundable fee to cover move-in and administrative costs, such as record updates, lock changes, and unit preparation.",A deposit to cover potential damage during the move-in process.,A fee for reserving the building’s elevator or loading dock on moving day.,A fee for moves occurring outside standard business hours.,a concession recovery fee,an order processing fee,a regulatory response fee,a move-in fee,,a balance transfer fee,2,1,3,4,6,5,1.0,,,,,1.0,,,1.0,,,,1.0,,1.0,,,,1.0,,,,,1.0,,1321,1.0,4,1.0,4,1.0,4,1.0,3,1.0,4,,,1.0,5.0,100.0,4.0,4.5
4/22/2025 9:20,4/22/2025 9:28,100,464,1,4/22/2025 9:28,0.0,0.0,21.602,0,1,3,2,1,4,1,2,1,5,1,3,4,3,1,3,1,4,2,1,1,1,4,1,2,4,4,1,2,1,3,4,1,2,1,5,1,2,3,3,1,2,1,3,4,2,2,0,2,0,1,2,3,1,4,1,2,3,1,2,1,4,1,2,4,3,1.0,1.0,3.0,4.0,2.0,2.0,3.0,1.0,5.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,6,7,2,7,7,7,7,6,6,a resort fee,"A mandatory fee for a group of services, such as pool use, gym access, towel services, Wi-Fi, newspapers, shuttle service, daily parking, etc.","An optional fee charged for a variety of resort services such as pool use, gym access, towel services, Wi-Fi, newspapers, shuttle service, daily parking, etc.","A one‑time optional fee for premium services available during your stay, including exclusive amenities, personalized services, and enhanced guest experiences for an elevated overall experience.","A fee applied at the time of booking a resort‑style hotel room, covering selected services and amenities, including room enhancements and guest conveniences.",a vehicle licensing fee,a facility charge,an express fee,an amenity fee,a hospital facility fee,,6,2,4,1,5,3,1.0,,,1.0,,,,,,1.0,,1.0,,,,1.0,1.0,,,1.0,,,,,,1324,1.0,3,1.0,4,1.0,3,1.0,3,1.0,3,1.0,2.0,,,100.0,3.0,7.0
4/22/2025 9:54,4/22/2025 10:10,100,956,1,4/22/2025 10:10,0.0,0.0,11.54,0,1,3,1,2,4,1,1,1,7,1,7,7,7,1,1,3,4,2,1,1,1,7,1,4,7,5,1,2,1,4,3,1,1,1,7,1,7,7,7,1,4,2,1,3,1,1,1,7,1,7,7,7,1,3,1,2,4,1,1,1,7,1,7,7,7,1.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,7.0,1.0,7.0,7.0,7.0,,,,,,,,,,,,,,7,7,7,1,1,1,3,7,7,a resort fee,"A fee charged by a private medical practice owned by a hospital to cover the hospital’s operational and maintenance costs, including equipment, staff, utilities, and other resources.","A fee to support the round‑the‑clock operation of medical facilities and services, ensuring continuous care and accessibility.","A fee covering the costs of sterilizing and replenishing medical instruments and supplies, maintaining high hygiene and safety standards.","A fee applied when consulting a medical specialist during a visit at a medical practice, ensuring access to specialized expertise and services.",a frequent traveler program surcharge/excise tax,a facility charge,an express fee,a move-in fee,a hospital facility fee,,3,1,2,4,5,6,1.0,,,,,,1.0,,,1.0,,1.0,,,1.0,,1.0,,,1.0,,,,,,1325,1.0,7,1.0,5,1.0,7,1.0,7,1.0,7,1.0,7.0,,,100.0,6.666666666666667,1.0
4/22/2025 9:41,4/22/2025 9:57,100,924,1,4/22/2025 9:57,0.0,0.0,17.571,0,1,4,3,1,2,1,2,1,6,1,4,5,2,1,2,3,1,4,1,2,0,2,0,1,2,2,1,4,3,1,2,1,1,1,6,1,5,6,2,1,4,2,3,1,1,2,0,2,0,1,2,2,1,4,2,3,1,1,2,0,2,0,1,2,3,,,,,,,,,,,,,,1.0,3.0,1.0,2.0,4.0,1.0,2.0,1.0,5.0,1.0,3.0,5.0,2.0,6,7,1,7,7,7,7,2,7,a resort fee,A daily fee assessed if a toll transponder is used during every day of the rental to pass quickly through toll booths.,A fee charged on a per-toll basis for each passage through a toll booth during your rental period.,A fee intended to offset the cost of additional wear and tear on the vehicle from frequent toll stops.,"A tax imposed to support the wages of toll booth operators, contributing to the smooth operation of toll facilities.",a toll transponder fee,an order processing fee,an express fee,a valet trash fee,,a balance transfer fee,4,6,2,5,1,3,1.0,,,,1.0,,,,1.0,,,1.0,,1.0,,,,,1.0,,,,,1.0,,1327,1.0,2,1.0,2,1.0,2,1.0,2,1.0,3,,,1.0,2.0,100.0,2.1666666666666665,7.0
4/22/2025 9:17,4/22/2025 9:37,100,1205,1,4/22/2025 9:37,0.0,0.0,20.768,0,1,3,2,1,4,5,5,0,2,0,1,2,2,1,4,3,2,1,2,2,0,2,0,1,2,3,1,4,3,2,1,2,2,1,3,0,1,3,3,1,4,2,1,3,2,2,1,3,1,2,4,4,1,1,3,2,4,2,2,1,3,1,2,3,3,1.0,4.0,2.0,1.0,3.0,3.0,4.0,1.0,3.0,1.0,2.0,3.0,3.0,,,,,,,,,,,,,,6,7,2,7,7,7,7,3,7,a restocking fee,A fee to cover costs associated with hosting an event.,A fee imposed to support service and operational maintenance costs.,A fee to rent the facility for the performance.,A fee for inconveniencing nearby buildings.,a concession recovery fee,a facility charge,a service fee,a move-in fee,a hospital facility fee,,4,1,6,3,5,2,,,1.0,,,1.0,,,,1.0,1.0,,,,1.0,,1.0,,,1.0,,,,,,1329,1.0,2,1.0,3,1.0,3,1.0,4,1.0,3,1.0,3.0,,,100.0,3.0,7.0
4/22/2025 9:18,4/22/2025 9:27,100,492,1,4/22/2025 9:27,0.0,0.0,21.12,0,1,3,1,2,4,2,2,1,5,1,5,3,2,1,1,2,3,4,2,2,1,3,1,2,2,2,1,4,2,3,1,1,2,1,6,1,4,5,3,1,1,4,3,2,1,1,1,3,1,3,4,2,1,3,2,1,4,1,2,1,5,0,1,3,2,,,,,,,,,,,,,,1.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,5.0,0.0,1.0,2.0,2.0,6,7,1,7,7,6,7,4,6,a resort fee,"A fee for delivering tickets, whether physical or electronic.",A fee for tickets delivered by mail.,A fee for expedited delivery of tickets.,A fee for transferring tickets to another person or account.,a concession recovery fee,a delivery fee,a service fee,an amenity fee,,a foreign transaction fee,4,1,6,2,5,3,1.0,,,,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,1.0,,,,,1331,1.0,2,1.0,2,1.0,3,1.0,2,1.0,2,,,1.0,2.0,100.0,2.1666666666666665,6.5
4/22/2025 9:13,4/22/2025 9:18,100,258,1,4/22/2025 9:18,0.0,0.0,25.508,0,1,2,1,4,3,2,2,0,2,0,1,2,3,1,4,3,1,2,2,2,0,2,0,1,2,3,1,4,1,2,3,2,2,0,2,0,1,2,3,1,3,2,1,4,1,1,1,4,1,4,3,4,1,1,2,4,3,2,2,1,3,1,2,3,3,,,,,,,,,,,,,,1.0,2.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,0.0,1.0,2.0,3.0,6,7,2,7,6,6,6,2,7,a destination fee,"A fee charged by rental car companies to customers to recover costs associated with operating at specific locations, such as airports.",A fee charged to support the maintenance and upgrade of inspection facilities to meet safety standards.,"A fee for storing the rental vehicle in a secure facility, ensuring it remains in optimal condition during periods of non-use.","A fee for additional services provided to the rental vehicle, such as cleaning or refueling, ensuring the vehicle is ready for future rentals.",a concession recovery fee,a facility charge,a service fee,an amenity fee,,a balance transfer fee,3,6,1,4,2,5,,1.0,,,,1.0,,,,1.0,1.0,,,,,1.0,,1.0,,,,1.0,,,,1332,1.0,3,1.0,3,1.0,3,1.0,4,1.0,3,,,1.0,3.0,100.0,3.1666666666666665,6.0
4/22/2025 9:14,4/22/2025 9:20,100,382,1,4/22/2025 9:20,0.0,0.0,15.739,0,1,1,4,3,2,2,1,1,3,1,2,3,3,1,3,4,2,1,1,1,1,2,1,2,3,3,1,1,2,4,3,1,1,1,3,1,2,3,3,1,4,3,1,2,3,3,0,2,0,1,4,3,1,4,3,1,2,2,2,1,2,0,1,4,3,,,,,,,,,,,,,,1.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,3.0,5,7,2,7,6,6,6,4,6,a resort fee,A fee to offset the impact of regulations on firms.,A fee to support the operations and maintenance of customer support services.,A tax imposed to comply with state regulations related to the provided service.,A fee that covers updates to terms and conditions/legal fees.,a vehicle licensing fee,a facility charge,a regulatory response fee,a valet trash fee,,a foreign transaction fee,1,2,3,6,4,5,1.0,,,1.0,,,,,,1.0,,,1.0,1.0,,,,1.0,,,1.0,,,,,1342,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,,,1.0,3.0,100.0,3.0,6.0
4/22/2025 9:14,4/22/2025 9:22,100,491,1,4/22/2025 9:22,0.0,0.0,14.693,0,1,3,1,2,4,2,2,1,5,1,3,3,3,1,3,4,2,1,1,2,1,3,1,2,3,3,1,4,3,2,1,1,1,1,4,1,2,3,3,1,3,4,1,2,2,2,0,2,0,1,2,2,1,4,2,1,3,2,2,0,2,0,1,2,3,,,,,,,,,,,,,,1.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,2.0,4.0,4.0,5,3,5,2,2,2,3,7,6,a resort fee,A daily fee assessed if a toll transponder is used during every day of the rental to pass quickly through toll booths.,A fee charged on a per-toll basis for each passage through a toll booth during your rental period.,A fee intended to offset the cost of additional wear and tear on the vehicle from frequent toll stops.,"A tax imposed to support the wages of toll booth operators, contributing to the smooth operation of toll facilities.",a toll transponder fee,a facility charge,a regulatory response fee,a valet trash fee,,a balance transfer fee,4,6,1,5,2,3,1.0,,,,1.0,,,,,1.0,,,1.0,1.0,,,,,1.0,,,,,1.0,,1349,1.0,3,1.0,3,1.0,3,1.0,2,1.0,3,,,1.0,4.0,100.0,3.0,2.0
4/22/2025 9:36,4/22/2025 9:43,100,446,1,4/22/2025 9:43,2.558,8.841,14.678,5,1,3,1,2,4,2,2,1,5,1,4,4,3,1,4,2,1,3,2,1,1,5,1,4,4,4,1,4,1,2,3,2,1,1,6,1,5,5,4,1,4,3,1,2,1,1,1,6,1,5,5,4,1,1,4,3,2,1,1,1,5,1,3,4,3,,,,,,,,,,,,,,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,6.0,1.0,4.0,5.0,4.0,6,4,6,3,3,2,5,9,7,a destination fee,A fee for purchases or transactions in a foreign currency to cover conversion and international processing costs.,A fee for purchasing a foreign product.,A tax imposed on credit card transactions conducted abroad.,A fee applied only if the customer travels abroad.,a vehicle licensing fee,an order processing fee,a service fee,an amenity fee,,a foreign transaction fee,2,5,4,3,1,6,,1.0,,1.0,,,,,1.0,,1.0,,,,,1.0,,,1.0,,,,1.0,,,1369,1.0,3,1.0,4,1.0,4,1.0,4,1.0,3,,,1.0,4.0,100.0,3.6666666666666665,2.5
4/22/2025 10:29,4/22/2025 10:35,100,387,1,4/22/2025 10:35,0.0,0.0,19.148,0,1,4,1,2,3,4,5,0,3,0,1,2,2,1,3,1,4,2,1,2,1,5,1,4,3,4,1,4,2,1,3,1,1,1,6,1,5,3,3,1,2,1,3,4,3,4,1,4,1,5,4,5,1,4,2,1,3,2,2,1,5,1,4,5,4,,,,,,,,,,,,,,1.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,5.0,1.0,4.0,4.0,5.0,5,7,2,6,6,7,6,6,7,a restocking fee,"A non-refundable fee to cover move-in and administrative costs, such as record updates, lock changes, and unit preparation.",A deposit to cover potential damage during the move-in process.,A fee for reserving the building’s elevator or loading dock on moving day.,A fee for moves occurring outside standard business hours.,a vehicle licensing fee,an order processing fee,an express fee,a move-in fee,,a foreign transaction fee,3,2,1,4,6,5,,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,,,1372,1.0,2,1.0,4,1.0,3,1.0,5,1.0,4,,,1.0,5.0,100.0,3.8333333333333335,6.5
4/22/2025 9:23,4/22/2025 9:34,100,690,1,4/22/2025 9:34,0.0,0.0,20.491,0,1,3,2,1,4,4,4,0,2,0,1,2,2,1,4,3,2,1,3,3,0,2,0,1,2,3,1,4,1,2,3,1,1,1,3,1,2,3,5,1,3,1,4,2,2,2,0,2,0,1,1,2,1,1,2,4,3,1,1,1,5,1,2,5,4,,,,,,,,,,,,,,1.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,6.0,1.0,2.0,4.0,4.0,7,6,4,7,5,6,6,3,7,a restocking fee,A fee for purchases or transactions in a foreign currency to cover conversion and international processing costs.,A fee for purchasing a foreign product.,A tax imposed on credit card transactions conducted abroad.,A fee applied only if the customer travels abroad.,a frequent traveler program surcharge/excise tax,a facility charge,a regulatory response fee,an amenity fee,,a foreign transaction fee,5,4,2,1,3,6,,,1.0,,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,,1.0,,,1374,1.0,2,1.0,3,1.0,5,1.0,2,1.0,4,,,1.0,4.0,100.0,3.3333333333333335,5.5
4/22/2025 9:31,4/22/2025 9:36,100,320,1,4/22/2025 9:36,0.0,0.0,13.009,0,1,3,2,1,4,2,3,0,1,0,1,2,4,1,3,1,4,2,2,2,0,2,0,1,2,5,1,2,1,3,4,2,1,1,5,1,5,4,5,1,3,2,1,4,2,2,0,1,0,1,2,4,1,2,3,4,1,1,2,0,1,0,1,2,5,,,,,,,,,,,,,,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,5.0,1.0,3.0,4.0,5.0,6,2,7,1,1,1,3,8,7,a restocking fee,A percentage fee that covers debt transfers from one credit card to another.,A fee applied for moving funds between accounts.,A charge for transferring loans from one account to another.,A fee associated with changing banks and transferring account balance to the new bank.,a toll transponder fee,an order processing fee,a regulatory response fee,a valet trash fee,,a balance transfer fee,3,1,4,5,2,6,,,1.0,,1.0,,,,1.0,,,,1.0,1.0,,,,1.0,,,,1.0,,,,1381,1.0,4,1.0,5,1.0,5,1.0,4,1.0,5,,,1.0,5.0,100.0,4.666666666666667,1.0
